ts_code,name,industry,area,signal_date,entry_date,entry_open,exit_date,exit_close,holding_days,gross_return,net_return,is_truncated,list_date
002856.SZ,美芝股份,装修装饰,深圳,20250616,20250617,10.86,20250707,10.99,15,0.011970534069981609,0.0117681602005546,False,20170320
002907.SZ,华森制药,中成药,重庆,20250616,20250617,17.8,20250707,16.62,15,-0.06629213483146068,-0.0664788577322043,False,20171020
002932.SZ,明德生物,医疗保健,湖北,20250616,20250617,19.78,20250707,20.04,15,0.013144590495449915,0.012941981838216376,False,20180710
003042.SZ,中农联合,农药化肥,山东,20250616,20250617,16.94,20250707,17.03,15,0.005312868949232552,0.005111826479689663,False,20210406
600037.SH,歌华有线,影视音像,北京,20250616,20250617,7.82,20250707,7.65,15,-0.021739130434782594,-0.021934763045434624,False,20010208
600708.SH,光明地产,全国地产,上海,20250616,20250617,3.63,20250707,3.43,15,-0.05509641873278226,-0.05528538055285381,False,19960606
600869.SH,远东股份,电气设备,青海,20250616,20250617,4.91,20250707,5.19,15,0.05702647657841142,0.05681509242151139,False,19950206
600882.SH,妙可蓝多,乳制品,上海,20250616,20250617,30.69,20250707,29.75,15,-0.030628869338546805,-0.03082272417919496,False,19951206
603045.SH,福达合金,小金属,浙江,20250616,20250617,16.7,20250707,18.75,15,0.1227544910179641,0.12252996257260507,False,20180517
603477.SH,巨星农牧,农业综合,四川,20250616,20250617,21.6,20250707,20.93,15,-0.031018518518518556,-0.031212295437123005,False,20171218
605006.SH,山东玻纤,玻璃,山东,20250616,20250617,6.75,20250707,7.81,15,0.15703703703703709,0.15680565276805636,False,20200903
605122.SH,四方新材,水泥,重庆,20250616,20250617,11.65,20250707,12.96,15,0.11244635193133057,0.11222388490764668,False,20210310
605366.SH,宏柏新材,化工原料,江西,20250616,20250617,6.01,20250707,6.21,15,0.03327787021630613,0.033071235305754065,False,20200812
000665.SZ,湖北广电,影视音像,湖北,20250617,20250618,5.2,20250708,5.27,15,0.013461538461538414,0.01325886642105023,False,19961210
000838.SZ,财信发展,区域地产,重庆,20250617,20250618,2.62,20250708,2.96,15,0.1297709923664121,0.1295450607610995,False,19970626
000888.SZ,峨眉山A,旅游景点,四川,20250617,20250618,14.1,20250708,14.22,15,0.008510638297872353,0.00830895633840889,False,19971021
002191.SZ,劲嘉股份,广告包装,深圳,20250617,20250618,3.96,20250708,4.09,15,0.03282828282828287,0.032621737826217245,False,20071205
002467.SZ,二六三,互联网,北京,20250617,20250618,5.92,20250708,6.58,15,0.1114864864864864,0.11126421141669618,False,20100908
002546.SZ,新联电子,电气设备,江苏,20250617,20250618,5.41,20250708,5.72,15,0.05730129390018468,0.05708985478531625,False,20110211
002973.SZ,侨银股份,环境保护,广东,20250617,20250618,13.51,20250708,13.71,15,0.014803849000740277,0.014600908524987632,False,20200106
600419.SH,天润乳业,乳制品,新疆,20250617,20250618,10.08,20250708,9.86,15,-0.02182539682539686,-0.022021012184495925,False,20010628
600684.SH,珠江股份,区域地产,广东,20250617,20250618,3.88,20250708,4.38,15,0.12886597938144329,0.1286402287606292,False,19931028
600743.SH,华远控股,区域地产,北京,20250617,20250618,2.13,20250708,2.22,15,0.04225352112676073,0.04204509126552147,False,19960909
600834.SH,申通地铁,公共交通,上海,20250617,20250618,8.59,20250708,8.97,15,0.044237485448195724,0.0440286588337675,False,19940224
603042.SH,华脉科技,通信设备,江苏,20250617,20250618,15.92,20250708,16.5,15,0.03643216080402012,0.03622489509842963,False,20170602
603076.SH,乐惠国际,专用机械,浙江,20250617,20250618,31.82,20250708,30.51,15,-0.04116907605279696,-0.041360823062885355,False,20171113
603305.SH,旭升集团,汽车配件,浙江,20250617,20250618,12.81,20250708,13.2,15,0.03044496487119419,0.03023889648505862,False,20170710
603535.SH,嘉诚国际,仓储物流,广东,20250617,20250618,10.65,20250708,11.34,15,0.06478873239436611,0.06457579594153251,False,20170808
000546.SZ,金圆股份,环境保护,吉林,20250618,20250619,4.69,20250709,5.02,15,0.07036247334754786,0.07014842225798734,False,19931215
002326.SZ,永太科技,化工原料,浙江,20250618,20250619,13.1,20250709,12.85,15,-0.01908396946564883,-0.019280133055396664,False,20091222
002345.SZ,潮宏基,服饰,广东,20250618,20250619,14.48,20250709,15.07,15,0.04074585635359118,0.0405377279951562,False,20100128
002526.SZ,山东矿机,工程机械,山东,20250618,20250619,3.83,20250709,3.84,15,0.0026109660574411553,0.0024104639144439943,False,20101217
603099.SH,长白山,旅游景点,吉林,20250618,20250619,35.3,20250709,38.15,15,0.08073654390934859,0.08052041821313627,False,20140822
603679.SH,华体科技,电气设备,四川,20250618,20250619,14.05,20250709,14.51,15,0.03274021352313161,0.032533686133165984,False,20170621
603680.SH,今创集团,运输设备,江苏,20250618,20250619,11.11,20250709,11.32,15,0.018901890189019,0.0186981301869813,False,20180227
603829.SH,洛凯股份,电气设备,江苏,20250618,20250619,17.01,20250709,17.14,15,0.007642563198118735,0.007441054836315297,False,20171017
603863.SH,松炀资源,造纸,广东,20250618,20250619,13.92,20250716,15.49,15,0.11278735632183912,0.1125648211040966,False,20190621
603879.SH,永悦科技,化工原料,江苏,20250618,20250619,6.0,20250709,6.81,15,0.135,0.13477302269773017,False,20170614
002038.SZ,双鹭药业,生物制药,北京,20250619,20250620,7.12,20250710,7.43,15,0.0435393258426966,0.04333063884622779,False,20040909
002181.SZ,粤传媒,出版业,广东,20250619,20250620,6.65,20250710,7.11,15,0.069172932330827,0.06895911912568153,False,20071116
600939.SH,重庆建工,建筑工程,重庆,20250619,20250620,3.21,20250710,3.81,15,0.1869158878504673,0.18667852840884147,False,20170221
000603.SZ,盛达资源,铅锌,北京,20250620,20250623,14.98,20250711,15.6,15,0.041388518024032095,0.04118026114611495,False,19960823
001268.SZ,联合精密,机械基件,广东,20250620,20250623,24.46,20250711,27.12,15,0.10874897792313987,0.10852725030031762,False,20220630
002237.SZ,恒邦股份,黄金,山东,20250620,20250623,11.73,20250711,11.81,15,0.006820119352088705,0.0066187754626072515,False,20080520
002645.SZ,华宏科技,专用机械,江苏,20250620,20250623,9.0,20250711,10.45,15,0.16111111111111098,0.16087891210878924,False,20111220
002996.SZ,顺博合金,铝,重庆,20250620,20250623,7.06,20250711,7.48,15,0.059490084985835745,0.05927820815652152,False,20200828
003027.SZ,同兴科技,环境保护,安徽,20250620,20250623,17.1,20250711,17.96,15,0.05029239766081872,0.0500823601850342,False,20201218
600259.SH,广晟有色,小金属,海南,20250620,20250623,51.56,20250711,58.18,15,0.12839410395655548,0.12816844770138958,False,20000525
600557.SH,康缘药业,中成药,江苏,20250620,20250623,14.59,20250711,16.01,15,0.09732693625771094,0.09710749281480346,False,20020918
603019.SH,中科曙光,IT设备,天津,20250620,20250623,66.31,20250711,68.81,15,0.037701704117026,0.03749418452816178,False,20141106
603239.SH,浙江仙通,汽车配件,浙江,20250620,20250623,14.53,20250711,15.59,15,0.07295251204404685,0.07273794299854264,False,20161230
603336.SH,宏辉果蔬,农业综合,广东,20250620,20250623,6.01,20250711,6.21,15,0.03327787021630613,0.033071235305754065,False,20161124
000426.SZ,兴业银锡,铅锌,内蒙,20250623,20250624,15.32,20250714,18.33,15,0.1964751958224542,0.19623592471040086,False,19960828
002339.SZ,积成电子,电气设备,山东,20250623,20250624,7.5,20250714,8.35,15,0.11333333333333329,0.11311068893110687,False,20100122
002629.SZ,仁智股份,石油开采,浙江,20250623,20250624,5.67,20250714,6.17,15,0.08818342151675496,0.08796580659394371,False,20111103
002716.SZ,湖南白银,小金属,湖南,20250623,20250624,3.83,20250714,4.85,15,0.2663185378590076,0.26606529947527435,False,20140128
002785.SZ,万里石,其他建材,福建,20250623,20250624,31.56,20250714,28.42,15,-0.0994930291508237,-0.099673112536655,False,20151223
600530.SH,交大昂立,医疗保健,上海,20250623,20250624,9.25,20250714,8.56,15,-0.0745945945945945,-0.07477965716941826,False,20010702
600601.SH,方正科技,元器件,上海,20250623,20250624,4.72,20250714,5.44,15,0.15254237288135597,0.15231188745532243,False,19901219
601212.SH,白银有色,铜,甘肃,20250623,20250624,2.98,20250714,3.52,15,0.18120805369127524,0.180971835702336,False,20170215
601377.SH,兴业证券,证券,福建,20250623,20250624,6.0,20250714,6.37,15,0.06166666666666676,0.0614543545645434,False,20101013
603194.SH,中力股份,工程机械,浙江,20250623,20250624,41.99,20250714,40.5,15,-0.03548463919980949,-0.03567752298359117,False,20241224
603598.SH,引力传媒,互联网,北京,20250623,20250624,17.07,20250714,17.66,15,0.034563561804335174,0.034356669781176574,False,20150527
001389.SZ,广合科技,元器件,广东,20250624,20250625,55.27,20250715,63.54,15,0.14962909354079956,0.14939919071237417,False,20240402
002556.SZ,辉隆股份,农药化肥,安徽,20250624,20250625,6.08,20250715,5.78,15,-0.049342105263157854,-0.04953221783084838,False,20110302
002875.SZ,安奈儿,服饰,深圳,20250624,20250625,15.27,20250715,15.92,15,0.04256712508185978,0.04235863250610117,False,20170601
600223.SH,福瑞达,日用化工,山东,20250624,20250625,8.31,20250715,8.2,15,-0.013237063778580138,-0.01343439663253898,False,20000113
603585.SH,苏利股份,农药化肥,江苏,20250624,20250625,18.8,20250715,20.34,15,0.08191489361702131,0.08169853227443213,False,20161214
002376.SZ,新北洋,IT设备,山东,20250625,20250626,7.65,20250716,8.03,15,0.04967320261437891,0.04946328896522112,False,20100323
002887.SZ,绿茵生态,环境保护,天津,20250625,20250626,8.35,20250716,8.28,15,-0.008383233532934131,-0.008581537055875388,False,20170801
600281.SH,华阳新材,小金属,山西,20250625,20250626,6.25,20250716,7.29,15,0.1664000000000001,0.1661667433256675,False,20001109
600792.SH,云煤能源,焦炭加工,云南,20250625,20250626,3.47,20250716,3.65,15,0.05187319884726227,0.05166284524285314,False,19970123
600980.SH,北矿科技,专用机械,北京,20250625,20250626,22.0,20250716,22.59,15,0.026818181818181852,0.026612838716128406,False,20040512
000788.SZ,北大医药,化学制药,重庆,20250626,20250627,6.09,20250717,6.67,15,0.09523809523809534,0.09501906952161931,False,19970616
000822.SZ,山东海化,化工原料,山东,20250626,20250627,5.88,20250717,5.71,15,-0.028911564625850317,-0.029105762893098297,False,19980703
002550.SZ,千红制药,生物制药,江苏,20250626,20250627,8.5,20250717,11.38,15,0.33882352941176475,0.33855579147967574,False,20110218
600366.SH,宁波韵升,矿物制品,浙江,20250626,20250627,9.78,20250717,11.48,15,0.17382413087934578,0.17358938952730507,False,20001030
600871.SH,石化油服,石油开采,北京,20250626,20250627,1.94,20250717,1.98,15,0.020618556701030855,0.020414453400020793,False,19950411
000968.SZ,蓝焰控股,石油开采,山西,20250627,20250630,7.18,20250718,7.07,15,-0.01532033426183832,-0.015517250503361835,False,20000622
002246.SZ,北化股份,化工原料,四川,20250627,20250630,13.29,20250718,17.79,15,0.3386004514672687,0.33833275814630737,False,20080605
002476.SZ,宝莫股份,化工原料,山东,20250627,20250630,4.81,20250718,4.86,15,0.010395010395010562,0.010192951598811284,False,20100915
002678.SZ,珠江钢琴,文教休闲,广东,20250627,20250630,5.0,20250718,5.03,15,0.006000000000000005,0.005798820117988379,False,20120530
002930.SZ,宏川智慧,仓储物流,广东,20250627,20250630,10.86,20250718,11.29,15,0.03959484346224684,0.039386945283372166,False,20180328
601975.SH,招商南油,水运,江苏,20250627,20250630,2.9,20250718,2.85,15,-0.01724137931034475,-0.017437911381275595,False,20190108
603124.SH,江南新材,铜,江西,20250627,20250630,47.94,20250718,51.15,15,0.0669586983729662,0.06674532797033206,False,20250320
600722.SH,金牛化工,化工原料,河北,20250630,20250701,6.42,20250721,6.14,15,-0.04361370716510904,-0.04380496529786271,False,19960626
600617.SH,国新能源,供气供热,山西,20250701,20250702,2.75,20250722,2.93,15,0.06545454545454543,0.06524147585241491,False,19921013
600714.SH,金瑞矿业,化工原料,青海,20250701,20250702,12.21,20250722,12.5,15,0.02375102375102367,0.023546294019246572,False,19960606
601089.SH,福元医药,化学制药,北京,20250701,20250702,17.0,20250722,22.12,15,0.3011764705882354,0.3009162613150451,False,20220630
603209.SH,兴通股份,水运,福建,20250701,20250702,15.67,20250722,15.28,15,-0.024888321633695032,-0.025083324469084678,False,20220324
603215.SH,比依股份,家用电器,浙江,20250701,20250702,18.87,20250722,18.49,15,-0.02013778484366735,-0.020333737691413778,False,20220218
603619.SH,中曼石油,石油开采,上海,20250701,20250702,20.08,20250722,19.47,15,-0.030378486055776865,-0.030572390968074514,False,20171117
600367.SH,红星发展,化工原料,贵州,20250702,20250703,15.42,20250723,15.58,15,0.01037613488975353,0.010174079868277675,False,20010320
603222.SH,济民健康,医疗保健,浙江,20250702,20250703,6.71,20250723,6.98,15,0.04023845007451565,0.04003042318718952,False,20150217
000995.SZ,皇台酒业,白酒,甘肃,20250703,20250704,14.17,20250724,14.94,15,0.0543401552575864,0.05412930831122953,False,20000807
001296.SZ,长江材料,其他建材,重庆,20250703,20250704,19.26,20250724,20.24,15,0.05088265835929362,0.05067250284317337,False,20211224
002268.SZ,电科网安,IT设备,四川,20250703,20250704,17.5,20250724,17.64,15,0.008000000000000007,0.007798420157984154,False,20080811
002272.SZ,川润股份,机械基件,四川,20250703,20250704,10.74,20250724,11.42,15,0.06331471135940414,0.06310206968130005,False,20080919
002492.SZ,恒基达鑫,仓储物流,广东,20250703,20250704,5.91,20250724,6.56,15,0.10998307952622666,0.10976110510776316,False,20101102
002554.SZ,惠博普,石油开采,湖南,20250703,20250704,2.85,20250724,2.88,15,0.010526315789473717,0.01032423073482125,False,20110225
002769.SZ,普路通,仓储物流,深圳,20250703,20250704,8.96,20250724,8.64,15,-0.0357142857142857,-0.0359071235733569,False,20150629
600604.SH,市北高新,园区开发,上海,20250703,20250704,4.94,20250724,6.11,15,0.23684210526315796,0.23659476157647386,False,19920327
603306.SH,华懋科技,汽车配件,福建,20250703,20250704,41.87,20250724,44.68,15,0.06711249104370687,0.06689908988561366,False,20140926
603948.SH,建业股份,化工原料,浙江,20250703,20250704,21.6,20250724,21.97,15,0.017129629629629495,0.01692622404426225,False,20200302
002703.SZ,浙江世宝,汽车配件,浙江,20250704,20250707,12.41,20250725,12.91,15,0.04029008863819494,0.040082051424188636,False,20121102
002759.SZ,天际股份,电气设备,广东,20250704,20250707,9.28,20250725,9.45,15,0.018318965517241326,0.01811532208848088,False,20150528
002824.SZ,和胜股份,铝,广东,20250704,20250707,16.33,20250725,16.64,15,0.018983466013472228,0.018779689697901336,False,20170112
002976.SZ,瑞玛精密,汽车配件,江苏,20250704,20250707,24.38,20250725,25.51,15,0.04634946677604601,0.04614021780758759,False,20200306
600992.SH,贵绳股份,钢加工,贵州,20250704,20250707,15.03,20250725,15.27,15,0.015968063872255467,0.01576489057681063,False,20040514
603120.SH,肯特催化,化工原料,浙江,20250704,20250707,41.29,20250725,40.38,15,-0.022039234681520914,-0.022234807277324964,False,20250416
603685.SH,晨丰科技,电气设备,浙江,20250704,20250707,13.4,20250725,14.72,15,0.09850746268656718,0.09828778316198239,False,20171127
000020.SZ,深华发A,元器件,深圳,20250707,20250708,13.67,20250728,13.48,15,-0.013899049012435993,-0.014096249482586476,False,19920428
002240.SZ,盛新锂能,小金属,四川,20250707,20250708,12.6,20250728,16.16,15,0.28253968253968265,0.2822832002514035,False,20080523
002426.SZ,胜利精密,元器件,江苏,20250707,20250708,3.13,20250728,3.2,15,0.022364217252396346,0.022159764854185804,False,20100608
002741.SZ,光华科技,化工原料,广东,20250707,20250708,20.15,20250728,20.16,15,0.0004962779156327812,0.0002961986679743678,False,20150216
002800.SZ,天顺股份,仓储物流,新疆,20250707,20250708,13.74,20250728,14.23,15,0.03566229985443958,0.03545518810564374,False,20160530
003026.SZ,中晶科技,半导体,浙江,20250707,20250708,35.15,20250728,35.64,15,0.013940256045519295,0.013737488271087672,False,20201218
600241.SH,时代万恒,电气设备,辽宁,20250707,20250708,8.62,20250728,8.51,15,-0.012761020881670415,-0.012958448934688671,False,20001128
600302.SH,标准股份,纺织机械,陕西,20250707,20250708,6.28,20250728,6.41,15,0.02070063694267521,0.020496517227258204,False,20001213
603106.SH,恒银科技,IT设备,天津,20250707,20250708,9.98,20250728,10.87,15,0.08917835671342678,0.08896054282347321,False,20170920
603155.SH,新亚强,化工原料,江苏,20250707,20250708,16.29,20250728,16.04,15,-0.015346838551258402,-0.015543749492454184,False,20200901
603533.SH,掌阅科技,互联网,北京,20250707,20250708,21.13,20250728,21.16,15,0.0014197823000474674,0.0012195183699803547,False,20170921
000561.SZ,烽火电子,通信设备,陕西,20250708,20250709,10.04,20250729,10.15,15,0.010956175298804993,0.01075400428084694,False,19940509
002051.SZ,中工国际,建筑工程,北京,20250708,20250709,8.57,20250729,8.71,15,0.016336056009334854,0.016132809122821667,False,20060619
002190.SZ,成飞集成,汽车配件,四川,20250708,20250709,36.97,20250729,35.49,15,-0.04003245875033801,-0.04022443306115697,False,20071203
002355.SZ,兴民智通,汽车配件,山东,20250708,20250709,7.67,20250729,6.46,15,-0.15775749674054762,-0.15792592839803365,False,20100209
002805.SZ,丰元股份,电气设备,山东,20250708,20250709,13.67,20250729,13.41,15,-0.019019751280175523,-0.019215927712276315,False,20160707
002921.SZ,联诚精密,汽车配件,山东,20250708,20250709,14.91,20250729,15.74,15,0.05566733735747831,0.055456225001242476,False,20171227
600858.SH,银座股份,百货,山东,20250708,20250709,5.75,20250729,5.69,15,-0.01043478260869557,-0.010632675862848329,False,19940506
603033.SH,三维股份,橡胶,浙江,20250708,20250709,11.14,20250729,11.09,15,-0.004488330341113178,-0.00468741276680229,False,20161207
603065.SH,宿迁联盛,化工原料,江苏,20250708,20250709,9.71,20250729,9.09,15,-0.06385169927909384,-0.06403891021814412,False,20230321
603257.SH,中国瑞林,建筑工程,江西,20250708,20250709,52.32,20250729,53.98,15,0.0317278287461773,0.031521503812921514,False,20250408
603906.SH,龙蟠科技,电气设备,江苏,20250708,20250709,14.97,20250729,14.39,15,-0.03874415497661987,-0.038936386922429955,False,20170410
603982.SH,泉峰汽车,汽车配件,江苏,20250708,20250709,10.24,20250729,9.27,15,-0.09472656250000011,-0.0949075990838415,False,20190522
000547.SZ,航天发展,通信设备,福建,20250709,20250710,7.99,20250730,8.2,15,0.026282853566958586,0.02607761751985005,False,19931130
000850.SZ,华茂股份,纺织,安徽,20250709,20250710,4.34,20250730,4.59,15,0.05760368663594462,0.05739218704857607,False,19981007
002086.SZ,东方海洋,渔业,山东,20250709,20250710,2.84,20250730,2.94,15,0.035211267605633756,0.035004246054267885,False,20061128
002125.SZ,湘潭电化,化工原料,湖南,20250709,20250710,13.48,20250730,13.41,15,-0.005192878338278972,-0.00539181986845827,False,20070403
002167.SZ,东方锆业,小金属,广东,20250709,20250710,10.66,20250730,12.63,15,0.1848030018761726,0.18456606496948824,False,20070913
002402.SZ,和而泰,元器件,深圳,20250709,20250710,21.59,20250730,24.74,15,0.14590088003705404,0.14567172277677276,False,20100511
002453.SZ,华软科技,化工原料,北京,20250709,20250710,5.84,20250730,6.22,15,0.06506849315068486,0.06485550075129476,False,20100720
002705.SZ,新宝股份,家用电器,广东,20250709,20250710,14.54,20250730,15.09,15,0.03782668500687758,0.03761914042433445,False,20140121
600319.SH,亚星化学,化工原料,山东,20250709,20250710,6.48,20250730,6.98,15,0.07716049382716039,0.07694508326945093,False,20010326
603125.SH,常青科技,化工原料,江苏,20250709,20250710,16.76,20250730,16.74,15,-0.0011933174224345588,-0.0013930587848138831,False,20230410
603136.SH,天目湖,旅游景点,江苏,20250709,20250710,13.05,20250730,12.87,15,-0.013793103448276,-0.013990325105420642,False,20170927
000062.SZ,深圳华强,元器件,深圳,20250710,20250711,26.15,20250731,25.8,15,-0.01338432122370925,-0.013581624629123934,False,19970130
000576.SZ,甘化科工,电气设备,广东,20250710,20250711,9.52,20250731,11.43,15,0.2006302521008403,0.20039015006062444,False,19940907
000700.SZ,模塑科技,汽车配件,江苏,20250710,20250711,7.4,20250731,7.81,15,0.055405405405405395,0.05519434543032187,False,19970228
000868.SZ,安凯客车,汽车整车,安徽,20250710,20250711,5.76,20250731,5.81,15,0.00868055555555558,0.008478839616038458,False,19970725
000973.SZ,佛塑科技,塑料,广东,20250710,20250711,6.77,20250731,6.61,15,-0.023633677991137247,-0.023828931730165093,False,20000525
002074.SZ,国轩高科,电气设备,安徽,20250710,20250711,29.82,20250731,29.23,15,-0.019785378940308518,-0.019981402262188253,False,20061018
002178.SZ,延华智能,软件服务,上海,20250710,20250711,6.2,20250731,7.39,15,0.1919354838709677,0.19169712061051958,False,20071101
002189.SZ,中光学,元器件,河南,20250710,20250711,25.72,20250731,25.96,15,0.009331259720062324,0.009129413652724905,False,20071203
002313.SZ,日海智能,通信设备,深圳,20250710,20250711,9.74,20250731,9.71,15,-0.0030800821355235763,-0.0032794461826916033,False,20091203
002626.SZ,金达威,医疗保健,福建,20250710,20250711,19.89,20250731,19.78,15,-0.005530417295123158,-0.005729291324261143,False,20111028
002658.SZ,雪迪龙,环境保护,北京,20250710,20250711,8.2,20250731,7.88,15,-0.03902439024390236,-0.03921656614826308,False,20120309
002724.SZ,海洋王,元器件,深圳,20250710,20250711,7.69,20250731,7.58,15,-0.014304291287386306,-0.014501410717185803,False,20141104
002882.SZ,金龙羽,电气设备,深圳,20250710,20250711,33.05,20250731,32.23,15,-0.02481089258698943,-0.02500591090663995,False,20170717
002981.SZ,朝阳科技,元器件,广东,20250710,20250711,26.82,20250731,26.49,15,-0.012304250559284191,-0.012501769957232511,False,20200417
600184.SH,光电股份,专用机械,湖北,20250710,20250711,15.89,20250731,20.95,15,0.31843926998112004,0.31817560849327275,False,20031106
600391.SH,航发科技,航空,四川,20250710,20250711,27.46,20250731,31.48,15,0.14639475600873997,0.14616549998314077,False,20011212
600844.SH,金煤科技,化工原料,内蒙,20250710,20250711,3.5,20250731,3.25,15,-0.0714285714285714,-0.0716142671447142,False,19940311
601890.SH,亚星锚链,船舶,江苏,20250710,20250711,10.03,20250731,10.4,15,0.03688933200398803,0.03668197487330027,False,20101228
603032.SH,德新科技,专用机械,新疆,20250710,20250711,16.83,20250731,17.79,15,0.057040998217468886,0.05682961115653162,False,20170105
603132.SH,金徽股份,铅锌,甘肃,20250710,20250711,12.64,20250731,12.62,15,-0.0015822784810127777,-0.0017819420589587631,False,20220222
603275.SH,众辰科技,电器仪表,上海,20250710,20250711,45.2,20250731,54.4,15,0.20353982300884943,0.2032991391126373,False,20230823
605398.SH,新炬网络,软件服务,上海,20250710,20250711,32.44,20250731,29.98,15,-0.0758323057953143,-0.07601712085264956,False,20210121
000572.SZ,海马汽车,汽车整车,海南,20250711,20250714,4.46,20250801,4.44,15,-0.004484304932735328,-0.004683388163425728,False,19940808
000856.SZ,冀东装备,专用机械,河北,20250711,20250714,10.93,20250801,11.51,15,0.05306495882891116,0.05285436689633882,False,19980813
002278.SZ,神开股份,化工机械,上海,20250711,20250714,9.41,20250801,9.62,15,0.022316684378320906,0.02211224148573465,False,20090811
002413.SZ,雷科防务,通信设备,北京,20250711,20250714,5.68,20250801,5.93,15,0.04401408450704225,0.0438053025683347,False,20100528
002467.SZ,二六三,互联网,北京,20250711,20250714,6.24,20250801,5.91,15,-0.05288461538461542,-0.05307401952112489,False,20100908
002669.SZ,康达新材,化工原料,上海,20250711,20250714,12.68,20250801,12.78,15,0.007886435331230235,0.0076848781998772875,False,20120416
002729.SZ,好利科技,元器件,福建,20250711,20250714,14.72,20250801,14.8,15,0.005434782608695565,0.005233715758858892,False,20140912
600152.SH,维科技术,电气设备,浙江,20250711,20250714,6.63,20250801,6.48,15,-0.02262443438914019,-0.022819889956705697,False,19980609
600590.SH,泰豪科技,通信设备,江西,20250711,20250714,9.11,20250801,9.17,15,0.00658616904500553,0.006384871940906978,False,20020703
600847.SH,万里股份,电气设备,重庆,20250711,20250714,10.95,20250801,11.36,15,0.037442922374429255,0.037235454536738155,False,19940324
603091.SH,众鑫股份,家居用品,浙江,20250711,20250714,63.2,20250801,63.09,15,-0.0017405063291139333,-0.0019401382646545562,False,20240920
603196.SH,日播时尚,服饰,上海,20250711,20250714,16.75,20250801,18.46,15,0.10208955223880611,0.10186915636794547,False,20170531
603212.SH,赛伍技术,塑料,江苏,20250711,20250714,12.22,20250801,11.38,15,-0.06873977086743044,-0.06892600428991469,False,20200430
603316.SH,诚邦股份,建筑工程,浙江,20250711,20250714,9.13,20250801,8.44,15,-0.07557502738225641,-0.07575989389012938,False,20170619
603818.SH,曲美家居,家居用品,北京,20250711,20250714,4.79,20250801,4.34,15,-0.09394572025052195,-0.09412691298719833,False,20150422
605151.SH,西上海,汽车配件,上海,20250711,20250714,19.13,20250801,20.05,15,0.048092002090956765,0.047882404650282595,False,20201215
000065.SZ,北方国际,建筑工程,北京,20250714,20250715,11.04,20250804,11.04,15,0.0,-0.0001999800019997222,False,19980605
002073.SZ,软控股份,专用机械,山东,20250714,20250715,8.81,20250804,8.69,15,-0.013620885357548351,-0.013818141454867039,False,20061018
002286.SZ,保龄宝,食品,山东,20250714,20250715,11.3,20250804,10.73,15,-0.05044247787610623,-0.050632370391279435,False,20090828
002416.SZ,爱施德,电器连锁,深圳,20250714,20250715,12.2,20250804,12.31,15,0.00901639344262306,0.0088146103422444,False,20100528
002651.SZ,利君股份,航空,四川,20250714,20250715,11.72,20250804,12.94,15,0.10409556313993162,0.10387476610700697,False,20120106
002942.SZ,新农股份,农药化肥,浙江,20250714,20250715,17.56,20250804,18.52,15,0.0546697038724373,0.05445879102294793,False,20181205
600416.SH,湘电股份,电气设备,湖南,20250714,20250715,13.17,20250804,14.87,15,0.12908124525436593,0.12885545158468203,False,20020718
600751.SH,海航科技,水运,天津,20250714,20250715,3.5,20250804,3.99,15,0.14000000000000012,0.13977202279772039,False,19960909
600990.SH,四创电子,通信设备,安徽,20250714,20250715,27.11,20250804,27.29,15,0.006639616377720481,0.006438308585223984,False,20040510
601218.SH,吉鑫科技,电气设备,江苏,20250714,20250715,4.32,20250804,4.2,15,-0.02777777777777779,-0.027972202779722122,False,20110506
603936.SH,博敏电子,元器件,广东,20250714,20250715,9.69,20250804,10.25,15,0.057791537667698734,0.05758000051388068,False,20151209
000519.SZ,中兵红箭,专用机械,湖南,20250715,20250716,20.15,20250805,21.86,15,0.08486352357320115,0.08464657256358743,False,19931008
000670.SZ,盈方微,元器件,湖北,20250715,20250716,7.45,20250805,7.52,15,0.009395973154362247,0.009194114145632204,False,19961217
001298.SZ,好上好,元器件,深圳,20250715,20250716,30.36,20250805,28.91,15,-0.047760210803689085,-0.04795063971863667,False,20221031
002185.SZ,华天科技,半导体,甘肃,20250715,20250716,9.83,20250805,10.17,15,0.034587995930823956,0.03438109902132891,False,20071120
002389.SZ,航天彩虹,航空,浙江,20250715,20250716,24.12,20250805,25.81,15,0.07006633499170811,0.06985234312389643,False,20100413
002424.SZ,贵州百灵,中成药,贵州,20250715,20250716,5.25,20250805,6.2,15,0.18095238095238098,0.18071621409287664,False,20100603
002517.SZ,恺英网络,互联网,福建,20250715,20250716,19.0,20250805,19.23,15,0.012105263157894841,0.011902862345344323,False,20101207
002549.SZ,凯美特气,环境保护,湖南,20250715,20250716,11.15,20250805,12.17,15,0.09147982062780269,0.09126154649109064,False,20110218
002670.SZ,国盛金控,证券,江西,20250715,20250716,14.44,20250805,15.24,15,0.05540166204986163,0.05519060282337418,False,20120416
002696.SZ,百洋股份,饲料,广西,20250715,20250716,6.25,20250805,6.49,15,0.03839999999999999,0.03819234076592326,False,20120905
002786.SZ,银宝山新,专用机械,深圳,20250715,20250716,9.56,20250805,9.89,15,0.03451882845188292,0.03431194537450022,False,20151223
600191.SH,华资实业,食品,内蒙,20250715,20250716,7.83,20250805,8.02,15,0.024265644955300036,0.024060812309573576,False,19981210
600320.SH,振华重工,专用机械,上海,20250715,20250716,4.56,20250805,4.59,15,0.006578947368421018,0.006377651708513454,False,20001221
