ts_code,trade_date,open,high,low,close,vol,K,D,J,diff,ma30,vol_ma10,prev_close,pct_chg,name,industry,area,list_date
001296.SZ,20250912,24.75,24.97,23.96,24.01,75209.03,37.458476871278,53.32211189227544,5.731206829283124,1.0406724261505964,22.711666666666666,149101.543,24.44,-1.7594108019639898,长江材料,其他建材,重庆,20211224
002316.SZ,20250912,5.7,5.75,5.63,5.64,151352.0,13.561737005908325,16.058278791208693,8.568653435307588,0.015785899800824232,5.826666666666666,224698.423,5.74,-1.7421602787456525,亚联发展,软件服务,吉林,20091209
603120.SH,20250912,43.22,43.22,42.37,42.47,16393.72,32.04082761572043,47.764953503692695,0.592575839775904,0.5270720406382097,42.437000000000005,34580.22,43.21,-1.7125665355241848,肯特催化,化工原料,浙江,20250416
600156.SH,20250912,8.65,8.85,8.54,8.61,158236.0,18.503177782679042,19.834703815780266,15.840125716476592,0.24130045616108298,8.281333333333333,293726.941,8.76,-1.7123287671232945,华升股份,纺织,湖南,19980527
300465.SZ,20250912,25.11,25.49,24.52,24.9,425418.25,43.53819564559142,55.5865252701589,19.441536396456456,2.2201288413665914,20.375333333333334,731143.824,25.33,-1.6975917883932046,高伟达,软件服务,北京,20150528
603733.SH,20250912,24.42,24.48,23.84,23.98,25587.19,22.034514455833694,29.132620054169898,7.838303259161293,0.17559184741780598,24.768666666666665,39155.977999999996,24.39,-1.6810168101681011,仙鹤股份,造纸,浙江,20180420
605499.SH,20250912,299.0,301.97,294.78,294.82,14634.93,30.489209812972426,36.1035312271596,19.26056698459807,0.009044606460008708,298.25166666666667,19197.294,299.78,-1.6545466675562004,东鹏饮料,软饮料,深圳,20210527
301312.SZ,20250912,57.27,59.2,56.63,56.9,52796.17,41.52627558037656,54.28847723304422,16.00187227504125,3.2818132766098884,52.181333333333335,90759.754,57.85,-1.6421780466724378,智立方,专用机械,深圳,20220711
605338.SH,20250912,23.91,24.06,23.53,23.59,23231.0,46.83917156435875,62.85369867553581,14.810117342004617,0.99476930318394,22.147333333333332,40736.303,23.98,-1.6263552960800731,巴比食品,食品,上海,20201012
000425.SZ,20250912,9.86,9.92,9.67,9.7,715145.74,43.5464073968835,58.965649373468,12.70792344371452,0.3245644774252572,9.195333333333332,1014263.2530000001,9.86,-1.6227180527383367,徐工机械,工程机械,江苏,19960828
300724.SZ,20250912,98.99,99.68,97.23,97.68,217369.57,27.97755620604408,42.03035688844956,-0.12804515876688072,8.0588888173465,84.58033333333334,397297.944,99.29,-1.6215127404572427,捷佳伟创,专用机械,深圳,20180810
002356.SZ,20250912,3.69,3.75,3.64,3.65,353272.8,30.773375490626844,40.39525474487767,11.52961698212519,0.10650800315046816,3.4266666666666667,593305.3150000001,3.71,-1.6172506738544534,赫美集团,其他商业,深圳,20100209
600706.SH,20250912,11.15,11.35,10.98,11.0,133316.79,36.38267100280256,49.07050899003205,11.006995028343567,0.18453492251018666,10.775333333333332,224414.70500000002,11.18,-1.610017889087656,曲江文旅,旅游景点,陕西,19960516
300752.SZ,20250912,23.8,23.92,23.33,23.48,79295.03,18.676868618475623,24.527399310171926,6.975807235083018,0.38153873005066075,23.891666666666666,162355.88799999998,23.86,-1.592623637887669,隆利科技,元器件,深圳,20181130
603266.SH,20250912,21.84,21.98,21.49,21.52,45161.0,31.67697316025257,37.19744827162301,20.636022937511683,0.05896523467503911,22.146333333333335,76682.21,21.86,-1.5553522415370558,天龙股份,汽车配件,浙江,20170110
300256.SZ,20250912,4.54,4.58,4.49,4.49,657977.5,24.408396352278903,28.681177250332507,15.862834556171698,0.06957936909564566,4.455,1088243.119,4.56,-1.5350877192982337,星星科技,元器件,江西,20110819
300709.SZ,20250912,50.94,51.97,50.1,50.1,126211.35,26.220295352184102,40.04415783639349,-1.4274296162346758,1.499894986946451,50.51166666666667,218266.374,50.88,-1.5330188679245293,精研科技,元器件,江苏,20171019
300994.SZ,20250912,19.1,19.13,18.61,18.81,44458.55,23.340975183417736,29.215943096399073,11.59103935745506,0.3935219829434864,18.587333333333333,89358.579,19.1,-1.5183246073298573,久祺股份,文教休闲,浙江,20210812
301316.SZ,20250912,60.21,61.96,59.38,59.88,151594.39,34.70207264926096,41.06007522508919,21.986067497604495,2.8983740442527477,55.24766666666667,215250.346,60.8,-1.5131578947368385,慧博云通,软件服务,浙江,20221013
002369.SZ,20250912,10.06,10.13,9.91,9.91,357513.58,19.72945258520651,21.862822480639487,15.462712794340554,0.08013460511466874,10.005666666666666,476852.69800000003,10.06,-1.491053677932408,卓翼科技,通信设备,深圳,20100316
300109.SZ,20250912,18.24,18.26,17.69,17.93,125195.86,23.142503264790882,34.721214156127665,-0.014918517882691162,0.20399840962955906,18.179,179508.70500000002,18.2,-1.4835164835164782,新开源,化工原料,河南,20100825
600989.SH,20250912,17.45,17.56,17.16,17.31,424948.03,48.028478115582274,62.64292571477594,18.799582917194925,0.4161481763776571,16.520333333333333,437120.162,17.57,-1.4797951052931246,宝丰能源,化工原料,宁夏,20190516
002939.SZ,20250912,11.63,11.78,11.56,11.57,828170.47,16.597284498153666,18.759455271404455,12.272942951652084,0.3347816660989622,11.268333333333333,1464960.4919999999,11.74,-1.4480408858603022,长城证券,证券,深圳,20181026
603508.SH,20250912,32.99,33.1,32.2,32.44,60200.51,22.842382447199466,36.817383273799294,-5.107619206000194,0.43574287834917413,33.71333333333333,98746.302,32.91,-1.4281373442722511,思维列控,IT设备,河南,20151224
300192.SZ,20250912,19.52,19.82,19.33,19.39,220199.9,18.52456258047359,17.546650938718898,20.480385863982974,0.48797738544659097,19.154,331140.32800000004,19.67,-1.4234875444839923,科德教育,文教休闲,江苏,20110322
300995.SZ,20250912,52.84,53.53,51.89,52.35,33383.0,25.533996170917053,37.42299491335656,1.7559986860380405,1.2321807763196375,54.49066666666667,53848.515,53.1,-1.412429378531077,奇德新材,塑料,广东,20210526
603213.SH,20250912,13.93,13.95,13.74,13.75,63668.0,21.67909987994321,27.17281729368926,10.691665052451107,0.23084994644331935,13.653333333333334,145643.831,13.94,-1.3629842180774676,镇洋发展,化工原料,浙江,20211111
301193.SZ,20250912,21.38,21.48,20.47,21.01,47473.83,22.34067278148813,34.532439125967166,-2.0428599074699463,0.5658246815525452,20.839666666666666,91578.09700000001,21.3,-1.3615023474178312,家联科技,家居用品,浙江,20211209
001222.SZ,20250912,25.86,26.19,25.64,25.72,39942.8,39.915836073342895,60.07212312972284,-0.39673803941698793,1.5919795067952194,23.283333333333335,70320.246,26.07,-1.3425393172228683,源飞宠物,文教休闲,浙江,20220818
603330.SH,20250912,7.57,7.67,7.46,7.49,80996.51,25.954502942928443,30.824892716153872,16.213723396477583,0.07497095062641357,7.53,96735.303,7.59,-1.3175230566534912,天洋新材,塑料,上海,20170213
002865.SZ,20250912,45.96,46.47,45.2,45.3,69947.04,28.582917191300083,36.66602089518891,12.416709783522435,0.3942857227606069,45.605,105990.01499999998,45.9,-1.3071895424836666,钧达股份,电气设备,海南,20170425
600621.SH,20250912,16.8,16.88,16.63,16.64,209661.44,18.88824234498791,19.101977877741447,18.46077127948083,0.07477037314990298,16.787333333333333,255615.481,16.86,-1.3048635824436494,华鑫股份,证券,上海,19921202
600098.SH,20250912,6.95,6.95,6.83,6.84,317420.78,43.039280079461555,60.99192834106168,7.133983556261313,0.10069597759135984,6.692333333333334,394351.05700000003,6.93,-1.2987012987012991,广州发展,火力发电,广东,19970718
000599.SZ,20250912,5.45,5.46,5.36,5.38,175198.44,38.03330350676045,46.290614526154776,21.51868146797179,0.09284857781244238,5.248333333333333,326963.92600000004,5.45,-1.2844036697247763,青岛双星,汽车配件,山东,19960430
300102.SZ,20250912,13.3,13.42,13.08,13.12,296818.0,25.184801718586584,27.97815953404503,19.598086087669692,0.05503212186183504,13.588333333333335,460447.90300000005,13.29,-1.2791572610985735,乾照光电,半导体,福建,20100812
002109.SZ,20250912,3.96,4.0,3.91,3.91,272548.36,30.193849130475627,39.04441493305933,12.492717525308223,0.07381055772522638,3.758,417224.817,3.96,-1.262626262626254,兴化股份,化工原料,陕西,20070126
600151.SH,20250912,8.01,8.09,7.87,7.88,196369.13,16.055365285521273,20.23686549213696,7.692364872289893,0.05140299870718046,8.014666666666667,262747.17199999996,7.98,-1.253132832080206,航天机电,汽车配件,上海,19980605
003010.SZ,20250912,58.66,58.98,57.7,57.86,32888.95,21.028695564046735,28.73318821938291,5.619710253374386,1.014204638899045,57.09733333333334,59288.757999999994,58.59,-1.245946407236731,若羽臣,互联网,广东,20200925
603688.SH,20250912,38.81,39.17,38.25,38.31,127236.46,22.440119772348886,22.72644112989021,21.86747705726625,0.24596134610363407,38.35033333333333,169334.299,38.79,-1.2374323279195631,石英股份,矿物制品,江苏,20141031
603199.SH,20250912,38.25,38.58,37.81,37.96,40398.53,41.9163199941764,54.77463574636408,16.19968848980102,0.5277337158894682,37.09433333333333,41516.481,38.42,-1.197293076522643,九华旅游,旅游景点,安徽,20150326
601066.SH,20250912,26.79,26.79,26.42,26.43,138832.02,15.316119025579162,17.240374938151394,11.4676072004347,0.05819739207955266,26.82033333333333,223790.821,26.75,-1.196261682242994,中信建投,证券,北京,20180620
002669.SZ,20250912,13.82,13.93,13.7,13.73,91935.0,25.28774430084966,28.657470607145356,18.548291688258274,0.03598369353107955,14.087333333333333,192387.801,13.89,-1.1519078473722133,康达新材,化工原料,上海,20120416
002165.SZ,20250912,9.52,9.69,9.46,9.5,590926.43,28.38746112508229,44.55438101484033,-3.9463786544338006,0.12444293032944209,9.601666666666667,1273288.7840000002,9.61,-1.144640998959412,红宝丽,化工原料,江苏,20070913
001238.SZ,20250912,49.95,50.12,49.08,49.31,5828.0,17.04396613229137,26.397370213986864,-1.662842031099622,1.5103424213904901,48.306000000000004,9848.641,49.88,-1.1427425821972759,浙江正特,家居用品,浙江,20220919
603170.SH,20250912,14.18,14.26,13.93,13.98,30634.2,32.957590661301616,44.772407021403325,9.327957941098191,0.27390933587415667,13.727333333333332,51542.399,14.14,-1.1315417256011373,宝立食品,食品,上海,20220715
000411.SZ,20250912,11.58,11.59,11.42,11.45,44137.4,29.283019313428305,36.100647945981564,15.647762048321795,0.09406635700416999,11.450333333333333,100397.159,11.58,-1.1226252158894723,英特集团,医药商业,浙江,19960716
000410.SZ,20250912,7.27,7.3,7.16,7.18,200706.66,34.51076043080313,43.30299388989949,16.926293512610414,0.13291702295151975,6.981333333333334,429635.97300000006,7.26,-1.1019283746556474,沈阳机床,机床制造,辽宁,19960718
600303.SH,20250912,3.74,3.77,3.69,3.71,268082.0,34.2372377355222,40.67273981583902,21.366233574888554,0.02615834298440145,3.711,304056.28500000003,3.75,-1.0666666666666713,曙光股份,汽车整车,辽宁,20001226
300893.SZ,20250912,29.41,29.75,29.03,29.03,35169.16,26.2837043073203,36.427626165850896,5.995860590259099,0.752757228754426,28.890666666666668,66991.788,29.34,-1.05657805044308,松原安全,汽车配件,浙江,20200924
600559.SH,20250912,17.85,18.27,17.8,17.81,234440.34,26.455609364538194,37.220530073371584,4.925767946871417,0.2038209562637583,17.58966666666667,275596.261,18.0,-1.0555555555555651,老白干酒,白酒,河北,20021029
300971.SZ,20250912,23.81,23.81,23.47,23.59,50476.88,19.12721371244824,24.96562482795564,7.450391481433435,0.4070184631206928,23.249666666666666,102025.679,23.84,-1.0486577181208045,博亚精工,机械基件,湖北,20210415
603057.SH,20250912,22.22,22.38,21.89,21.98,28842.43,14.994248741224801,22.662807911777126,-0.34286959987984744,0.08512404516475414,22.942999999999998,46852.254,22.21,-1.0355695632597972,紫燕食品,食品,上海,20220926
600438.SH,20250912,22.49,22.64,22.06,22.23,771037.03,44.948370933920216,60.22771554114735,14.389681719465955,0.6608967446134848,21.427999999999997,1404595.2329999998,22.44,-0.9358288770053513,通威股份,电气设备,四川,20040302
601012.SH,20250912,17.29,17.36,16.98,17.12,1096566.83,42.774497711626324,55.604466462863016,17.114560209152927,0.3520666080180739,16.594333333333335,1983456.934,17.28,-0.92592592592593,隆基绿能,电气设备,陕西,20120411
300456.SZ,20250912,23.58,24.15,23.41,23.55,433847.5,24.63527738024868,26.532756880180532,20.84031838038498,0.7107183371696344,22.826999999999998,679522.32,23.77,-0.9255363904080771,赛微电子,半导体,北京,20150514
000581.SZ,20250912,21.75,21.82,21.4,21.46,147787.56,28.688402916865638,39.102938881352905,7.859330987891099,0.40241757367985187,21.059666666666665,252518.173,21.66,-0.9233610341643494,威孚高科,汽车配件,江苏,19980924
605166.SH,20250912,12.33,12.33,12.07,12.2,99936.0,22.419506575552948,29.020579861016714,9.21736000462542,0.09687747241210865,12.309333333333335,158876.63,12.31,-0.8935824532900205,聚合顺,化纤,浙江,20200618
002625.SZ,20250912,47.32,47.61,46.68,46.82,349095.11,22.274169033964434,24.434988820973206,17.952529459946895,0.5516309932226662,47.312666666666665,511512.11100000003,47.24,-0.8890770533446224,光启技术,航空,深圳,20111103
603665.SH,20250912,27.3,27.55,26.75,26.95,14704.99,42.407199375742906,56.738021195727626,13.745555735773465,0.34882338039075833,27.137666666666668,34713.909,27.19,-0.8826774549466787,康隆达,服饰,浙江,20170313
600616.SH,20250912,5.83,5.9,5.79,5.8,147913.95,29.76803736816695,34.86188898377814,19.580334136944586,0.017850837774300743,5.824,192648.57,5.85,-0.8547008547008517,金枫酒业,红黄酒,上海,19920929
300797.SZ,20250912,17.6,17.62,17.26,17.41,107051.38,18.57159062752533,29.561344539902638,-3.407917197229281,0.6473025328571218,16.348333333333333,237002.25900000002,17.56,-0.8542141230068245,钢研纳克,电器仪表,北京,20191101
300972.SZ,20250912,171.95,175.59,170.31,170.45,27128.8,20.59329299510757,37.98905460246209,-14.19823021960147,5.384984841874285,169.29866666666666,39762.028999999995,171.9,-0.8435136707388158,万辰集团,食品,福建,20210419
002749.SZ,20250912,15.39,15.4,15.2,15.33,27821.44,26.528685724564625,33.045578117750594,13.494900938192686,0.008047545416584256,15.562666666666667,33256.030000000006,15.46,-0.8408796895213455,国光股份,农药化肥,四川,20150320
003015.SZ,20250912,18.18,18.32,17.9,17.97,114485.0,18.325162785497483,22.611283553830603,9.752921248831242,0.1547315682401269,17.931666666666665,162667.28100000002,18.12,-0.8278145695364336,日久光电,元器件,江苏,20201021
301456.SZ,20250912,27.96,28.09,27.51,27.82,41094.5,46.34441110068024,60.44336766372136,18.14649797459799,0.6090020308301796,27.108999999999998,63765.466,28.04,-0.7845934379457908,盘古智能,电气设备,山东,20230714
601127.SH,20250912,139.4,140.2,138.07,138.3,220487.62,31.230689283770975,48.338701787451555,-2.9853357235901825,2.5979179815634836,134.78633333333332,431071.36,139.39,-0.7819786211349267,赛力斯,汽车整车,重庆,20160615
603379.SH,20250912,56.71,57.85,55.8,57.1,103010.55,20.9529144982643,27.6269152682968,7.6049129581993,1.4565381674426447,55.73033333333333,104784.617,57.55,-0.7819287576020795,三美股份,化工原料,浙江,20190402
600054.SH,20250912,12.24,12.31,12.16,12.17,122251.65,41.97369418007679,57.95664474867043,10.007793042889517,0.12162875675594087,12.053333333333335,159364.318,12.26,-0.7340946166394802,黄山旅游,旅游景点,安徽,19970506
600004.SH,20250912,9.67,9.69,9.57,9.58,163893.5,17.076830620417923,24.61306929887279,2.004353263508186,0.02976326840274446,9.653333333333332,180750.456,9.65,-0.7253886010362698,白云机场,机场,广东,20030428
002443.SZ,20250912,7.17,7.19,7.09,7.12,95997.0,31.853349039256667,39.44281484522699,16.674417427316016,0.059073558515572167,7.093,173386.727,7.17,-0.6973500697350032,金洲管道,钢加工,浙江,20100706
002953.SZ,20250912,12.94,13.16,12.77,12.83,215826.12,12.118360510523075,18.23947334902878,-0.12386516648833634,0.30886627220406204,12.667666666666666,330861.227,12.92,-0.696594427244579,日丰股份,电气设备,广东,20190509
600810.SH,20250912,10.32,10.4,10.18,10.25,214772.72,41.324273641040655,53.20072552727843,17.5713698685651,0.28151020969338525,9.894000000000002,378140.85,10.32,-0.6782945736434121,神马股份,化纤,河南,19940106
603395.SH,20250912,36.15,36.3,35.9,36.03,34892.63,13.691807391258191,23.595429113882908,-6.115436053991246,0.4249506646209582,35.78033333333334,63227.630000000005,36.27,-0.6617038875103454,红四方,农药化肥,安徽,20241126
301138.SZ,20250912,38.0,38.43,37.76,37.92,16517.81,29.322037619545036,39.48127142981392,9.003569999007269,0.2591524463295727,38.596666666666664,38871.994,38.17,-0.6549646319098823,华研精机,专用机械,广东,20211215
002920.SZ,20250912,121.0,122.68,119.38,119.64,75312.24,27.15733693367541,30.07359191544184,21.324826970142553,2.784289202567834,116.577,91547.784,120.42,-0.6477329347284511,德赛西威,汽车配件,广东,20171226
000536.SZ,20250912,5.09,5.13,5.0,5.06,905057.61,17.261124224004188,19.64392603935562,12.495520593301322,0.021533937250372226,5.275666666666666,1629885.6489999997,5.09,-0.5893909626719096,华映科技,元器件,福建,19931126
600059.SH,20250912,10.2,10.41,10.13,10.15,149047.42,15.77784005741334,23.730212237037914,-0.1269043018358147,0.007829411301869982,10.080666666666668,197904.11599999998,10.21,-0.587659157688547,古越龙山,红黄酒,浙江,19970516
605100.SH,20250912,25.39,25.86,25.14,25.47,40834.16,24.475676341012424,29.526214836532198,14.374599349972883,0.9829960963747482,23.819999999999997,74262.54,25.62,-0.5854800936768267,华丰股份,机械基件,山东,20200811
600039.SH,20250912,8.71,8.8,8.66,8.66,195416.0,33.91733862547711,46.86784650851847,8.016322859394393,0.05585420998011337,8.548666666666666,334927.806,8.71,-0.5740528128587941,四川路桥,建筑工程,四川,20030325
301183.SZ,20250912,95.82,99.77,94.0,97.4,85154.24,26.173771814231344,33.41974799180913,11.681819459075768,6.69579830663227,82.92566666666669,93819.26699999999,97.95,-0.5615109749872338,东田微,元器件,湖北,20220524
603297.SH,20250912,98.65,99.88,97.68,98.41,17420.59,19.45589820642158,27.478262248192515,3.41117012287971,1.6939435098469602,98.24033333333334,34666.669,98.96,-0.5557801131770401,永新光学,元器件,浙江,20180910
603948.SH,20250912,25.22,26.18,24.91,25.27,97056.38,21.626653324727094,28.964543468196872,6.950873037787531,0.866418849401775,23.512999999999998,132084.65699999998,25.41,-0.5509641873278293,建业股份,化工原料,浙江,20200302
600397.SH,20250912,7.83,7.9,7.71,7.82,272130.0,21.142675457104364,35.71673126882392,-8.005436166334746,0.3678286933613606,7.240333333333333,497719.821,7.86,-0.5089058524173073,安源煤业,煤炭开采,江西,20020702
002186.SZ,20250912,12.59,12.77,12.48,12.52,117044.0,13.787156023491516,19.50570569337427,2.3500566837260024,0.22498926940072472,12.452,211234.19100000002,12.58,-0.4769475357710662,全聚德,酒店餐饮,北京,20071120
002824.SZ,20250912,19.48,19.75,19.32,19.38,71410.76,25.14482988035688,30.786160869660094,13.862167901750453,0.2819587433273121,19.42,123015.857,19.47,-0.46224961479198745,和胜股份,铝,广东,20170112
301285.SZ,20250912,48.0,48.7,47.2,47.78,37330.0,22.811382041212404,24.4525795177615,19.52898708811422,0.8250754161282217,48.068999999999996,55539.106999999996,48.0,-0.45833333333332726,鸿日达,元器件,江苏,20220928
601857.SH,20250912,8.71,8.73,8.67,8.69,1429110.96,24.56924613572349,39.05334778386947,-4.398957160568472,0.01758313380773302,8.727666666666666,2066001.6239999998,8.73,-0.45819014891180787,中国石油,石油开采,北京,20071105
002943.SZ,20250912,37.01,37.8,36.6,36.64,44155.29,39.37719553816859,55.173350987716276,7.784884639073226,1.5791662716128556,34.82899999999999,59089.492999999995,36.8,-0.43478260869563856,宇晶股份,机床制造,湖南,20181129
603823.SH,20250912,13.93,14.1,13.77,13.9,69578.77,22.084290798251665,31.967814709738544,2.317242975277914,0.15221606962022882,13.992666666666668,151161.877,13.96,-0.42979942693409656,百合花,染料涂料,浙江,20161220
002222.SZ,20250912,42.13,42.78,41.8,41.96,128955.87,20.589124491840145,23.885819438770085,13.995734597980267,0.468659199958779,42.465333333333334,214140.07400000002,42.12,-0.3798670465337106,福晶科技,元器件,福建,20080319
002506.SZ,20250912,2.64,2.68,2.62,2.64,1191775.04,36.122396204616095,46.24021436004024,15.886759893767803,0.012141728105713234,2.6286666666666667,1818881.731,2.65,-0.37735849056602655,协鑫集成,电气设备,上海,20101118
603215.SH,20250912,20.8,21.0,20.51,20.8,36323.0,27.055530745402557,33.504451321139996,14.157689593927671,0.4082781357047871,20.327666666666666,69248.54000000001,20.87,-0.33540967896502627,比依股份,家用电器,浙江,20220218
002691.SZ,20250912,8.9,9.0,8.82,8.92,108878.7,34.585152322883204,49.12261343345666,5.510230101736298,0.15839494746709804,8.853000000000002,261798.501,8.95,-0.3351955307262511,冀凯股份,专用机械,河北,20120731
000407.SZ,20250912,3.69,3.72,3.68,3.7,311869.27,29.487827034204454,38.76725635663354,10.92896838934628,0.04850396661590661,3.6453333333333333,678827.9280000001,3.71,-0.26954177897573484,胜利股份,供气供热,山东,19960703
601777.SH,20250912,11.34,11.44,11.22,11.28,335375.08,28.899017940509573,36.924399651045164,12.848254519438399,0.44647313235562436,10.613333333333333,522127.85199999996,11.31,-0.2652519893899252,千里科技,摩托车,重庆,20101125
300486.SZ,20250912,23.69,25.12,23.22,23.61,486783.22,35.66426691113287,48.04880157388458,10.895197585629447,2.605347074974265,19.579333333333334,640358.2559999999,23.67,-0.25348542458809575,东杰智能,专用机械,山西,20150630
301446.SZ,20250912,28.69,28.99,28.41,28.62,13943.02,30.772231012384573,39.94714060480679,12.422411827540145,0.5174413408100023,28.56433333333333,28539.852999999996,28.69,-0.2439874520738905,福事特,机械基件,江西,20230725
603722.SH,20250912,45.77,46.2,45.19,45.6,16834.0,13.0171732464289,16.25652440214793,6.5384709349908405,0.09323070002278655,47.17933333333334,31788.207000000002,45.71,-0.24064756070881765,阿科力,化工原料,江苏,20171025
600737.SH,20250912,16.87,17.08,16.7,16.82,336034.1,28.63794795570402,38.82156043565026,8.27072299581154,1.2373909867188537,14.670666666666667,631601.078,16.86,-0.23724792408066353,中粮糖业,食品,新疆,19960731
603014.SH,20250912,40.22,40.85,40.01,40.32,31562.85,27.362382401377516,32.358643101483246,17.369861001166058,0.34651283928592136,40.27633333333333,71216.963,40.38,-0.14858841010402246,威高血净,医疗保健,山东,20250519
301095.SZ,20250912,79.81,80.9,78.6,79.7,57318.96,19.002597823573666,18.191105530419073,20.625582409882853,0.9964572853992735,82.83933333333333,62498.293999999994,79.81,-0.1378273399323393,广立微,半导体,浙江,20220805
